source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
302,27.7430891345,89657.0162013309,43127.5733214481,3.5183402902,3.5094485510,0.0893074390
303,27.8323965735,89657.0283060243,43127.6618047520,3.5488473777,3.4446840585,0.0900574113
304,27.9224539848,89657.0319185936,43127.7517896767,3.5804347579,3.4060663993,0.0912581651
305,28.0137121500,89657.0288204203,43127.8429952359,3.6013478578,3.3879087958,0.0924942192
306,28.1062063691,89657.0207928855,43127.9351404434,3.6039299531,3.3839349862,0.0934743298
307,28.1996806989,89657.0096173706,43128.0279443129,3.5826018078,3.3883650025,0.0940218327
308,28.2937025316,89656.9970752569,43128.1211258583,3.5356054350,3.3966976888,0.0940632834
309,28.3877658150,89656.9849479256,43128.2144040932,3.4656658045,3.4060373760,0.0936221632
310,28.4813879781,89656.9750167581,43128.3074980315,3.3881545276,3.4149184238,0.0928197900
311,28.5742077681,89656.9690631356,43128.4001266869,3.3391225321,3.4226764807,0.0918825925
312,28.6660903607,89656.9688684394,43128.4920090732,3.2948311447,3.4285349825,0.0911518459
313,28.7572422066,89656.9762103959,43128.5828647537,3.2604433603,3.4307195422,0.0910531054
314,28.8482953120,89656.9917841554,43128.6725761020,3.2385508657,3.4270641970,0.0915012152
315,28.9397965273,89657.0136973452,43128.7614146326,3.2276394406,3.4167621966,0.0920375444
316,29.0318340717,89657.0396791480,43128.8497087745,3.2248196456,3.3990145416,0.0923551426
317,29.1241892142,89657.0674587467,43128.9377869571,3.2385737478,3.3737080497,0.0923213971
318,29.2165106113,89657.0947653243,43129.0259776096,3.2619562975,3.3421857281,0.0919721701
319,29.3084827814,89657.1193280634,43129.1146091611,3.2788497639,3.3074145152,0.0915281103
320,29.4000108917,89657.1390938153,43129.2039775560,3.2884333588,3.2733390977,0.0913257529
321,29.4913366445,89657.1537963127,43129.2941120650,3.2921803623,3.2400710391,0.0913757441
322,29.5827123887,89657.1640456294,43129.3849111736,3.2922988661,3.2067603456,0.0915860402
323,29.6742984289,89657.1704578733,43129.4762724668,3.2904190135,3.1790440356,0.0918765032
324,29.7661749321,89657.1736491528,43129.5680935296,3.2874699365,3.1571737652,0.0921802827
325,29.8583552148,89657.1742355759,43129.6602719470,3.2838227142,3.1406790611,0.0924439938
326,29.9507992086,89657.1728332509,43129.7527053040,3.2795559348,3.1286273016,0.0926274576
327,30.0434266662,89657.1700582858,43129.8452911855,3.2747110520,3.1198827107,0.0927032811
328,30.1361299473,89657.1665267887,43129.9379271766,3.2694614188,3.1132933779,0.0926565001
329,30.2287864474,89657.1628546612,43130.0305108819,3.2641806971,3.1077925977,0.0925112843
330,30.3212977316,89657.1594507638,43130.1229595228,3.2592282807,3.1026395210,0.0923470581
331,30.4136447897,89657.1561280288,43130.2152467840,3.2545126672,3.0978046069,0.0921774798
332,30.5058222695,89657.1525928208,43130.3073564473,3.2499300397,3.0934738716,0.0920046479
333,30.5978269175,89657.1485515042,43130.3992722947,3.2454197132,3.0899320668,0.0918335019
334,30.6896604194,89657.1437104435,43130.4909781081,3.2409354258,3.0875488197,0.0916718479
335,30.7813322672,89657.1377760032,43130.5824576692,3.2363902034,3.0757505821,0.0915303800
336,30.8728626472,89657.1304545478,43130.6736947601,3.2316037981,3.0604858040,0.0914226866
337,30.9642853338,89657.1214524418,43130.7646731626,3.2262407966,3.0473854825,0.0913652306
338,31.0556505644,89657.1104760497,43130.8553766585,3.2197498147,3.0369680949,0.0913772878
339,31.1470278522,89657.0972317359,43130.9457890298,3.2113274956,3.0296615070,0.0914802567
340,31.2385081089,89657.0814338397,43131.0358948778,3.1999415064,3.0257522853,0.0916589745
341,31.3301670834,89657.0631834969,43131.1257185528,3.1848007480,3.0250085453,0.0918378701
342,31.4220049535,89657.0431338764,43131.2153411342,3.1656797952,3.0265649599,0.0919725739
343,31.5139775274,89657.0219804853,43131.3048480524,3.1425911820,3.0295163944,0.0920379385
344,31.6060154660,89657.0004188310,43131.3943247376,3.1159173448,3.0330472506,0.0920247713
345,31.6980402372,89656.9791444206,43131.4838566201,3.0865179967,3.0364838195,0.0919397113
346,31.7899799485,89656.9588527613,43131.5735291302,3.0557272525,3.0392788724,0.0918052899
347,31.8817852384,89656.9402393603,43131.6634276984,3.0252299288,3.0409189429,0.0916601333
348,31.9734453717,89656.9239997249,43131.7536377548,3.0048451747,3.0407826103,0.0915591741
349,32.0650045458,89656.9108293622,43131.8442447297,2.9934983278,3.0380159066,0.0915736112
350,32.1565781570,89656.9014230200,43131.9353339552,2.9868304771,3.0315046434,0.0917482110
351,32.2483263680,89656.8958937758,43132.0269154035,2.9850224494,3.0205736902,0.0919281679
352,32.3402545359,89656.8927358685,43132.1187893154,2.9864992885,3.0062579159,0.0919663842
353,32.4322209201,89656.8901641537,43132.2107197353,2.9894038540,2.9901708657,0.0918284208
354,32.5240493409,89656.8863934873,43132.3024707077,2.9919243422,2.9733498022,0.0915850046
355,32.6156343455,89656.8796387251,43132.3938062773,2.9922200064,2.9576806217,0.0914136455
356,32.7070479911,89656.8681348732,43132.4844931891,2.9882951078,2.9467790936,0.0915202029
357,32.7985681939,89656.8513961021,43132.5744696364,2.9791763453,2.9416386731,0.0917794382
358,32.8903476321,89656.8309607125,43132.6639451087,2.9657403796,2.9409701365,0.0919808751
359,32.9823285073,89656.8085460572,43132.7531530938,2.9490872561,2.9431228443,0.0920121000
360,33.0743406073,89656.7858694888,43132.8423270799,2.9306287088,2.9464076515,0.0918583384
361,33.1661989457,89656.7646483600,43132.9317005549,2.9122462911,2.9491967781,0.0916020811
362,33.2578010268,89656.7466000235,43133.0215070068,2.8962226225,2.9498911716,0.0914281731
363,33.3492291999,89656.7331415653,43133.1119391954,2.8847023038,2.9470694299,0.0914783274
364,33.4407075273,89656.7239706870,43133.2029566628,2.8779835003,2.9407539442,0.0916628835
365,33.5323704108,89656.7181741508,43133.2944360834,2.8754556005,2.9312411590,0.0918785376
366,33.6242489484,89656.7148379870,43133.3862540320,2.8761931672,2.9186000288,0.0920504526
367,33.7162994010,89656.7130482258,43133.4782870835,2.8790812528,2.9029144644,0.0921319987
368,33.8084313997,89656.7118908975,43133.5704118130,2.8830029710,2.8848224451,0.0921042221
369,33.9005356219,89656.7104520321,43133.6625047954,2.8869892924,2.8658407304,0.0919755449
370,33.9925111668,89656.7078176600,43133.7544426056,2.8902614747,2.8464560740,0.0917818905
371,34.0842930573,89656.7030738114,43133.8461018186,2.8921518696,2.8282638876,0.0915871483
372,34.1758802056,89656.6953065164,43133.9373590093,2.8919434796,2.8129621674,0.0914842259
373,34.2673644314,89656.6837075433,43134.0281049591,2.8888104594,2.8020208927,0.0915364287
374,34.3589008601,89656.6684921285,43134.1183679578,2.8826531823,2.7956078827,0.0916784038
375,34.4505792639,89656.6504496602,43134.2082534353,2.8736797114,2.7930103043,0.0918350081
376,34.5424142720,89656.6303758760,43134.2978676747,2.8619783569,2.7932792854,0.0919525063
377,34.6343667783,89656.6090665137,43134.3873169591,2.8477117593,2.7953735551,0.0919984208
378,34.7263651991,89656.5873173108,43134.4767075716,2.8312976783,2.7983030150,0.0919612385
379,34.8183264376,89656.5659240050,43134.5661457953,2.8135074599,2.8012234523,0.0918502741
380,34.9101767117,89656.5456823341,43134.6557379133,2.7954563206,2.8034522391,0.0916957814
381,35.0018724932,89656.5273880358,43134.7455902087,2.7784986954,2.8044073507,0.0915497431
382,35.0934222363,89656.5118233386,43134.8358071454,2.7640526676,2.8035135260,0.0914839865
383,35.1849062227,89656.4992787863,43134.9264269776,2.7529716140,2.8005755441,0.0915095782
384,35.2764158010,89656.4894249251,43135.0174044711,2.7453082075,2.7958411498,0.0915948164
385,35.3680106173,89656.4818926970,43135.1086890586,2.7408592127,2.7894110169,0.0917110034
386,35.4597216207,89656.4763130435,43135.2002301730,2.7392237183,2.7812504140,0.0918340605
387,35.5515556812,89656.4723169065,43135.2919772468,2.7398629121,2.7754398915,0.0919445540
388,35.6435002352,89656.4695352277,43135.3838797128,2.7421749079,2.7730655410,0.0920276631
389,35.7355278983,89656.4675989487,43135.4758870038,2.7455616169,2.7700777012,0.0920731240
390,35.8276010223,89656.4661390115,43135.5679485525,2.7494739330,2.7666669793,0.0920751754
391,35.9196761977,89656.4647863576,43135.6600137916,2.7534314523,2.7630941075,0.0920325234
392,36.0117087211,89656.4631719288,43135.7520321538,2.7570203656,2.7596873694,0.0919509244
393,36.1036596455,89656.4609471086,43135.8439561587,2.7598977331,2.7568048085,0.0918658889
394,36.1955255344,89656.4580058031,43135.9357749491,2.7619931278,2.7545880203,0.0917975177
395,36.2873230520,89656.4544007372,43136.0275016505,2.7634037187,2.7530258609,0.0917449533
396,36.3790680053,89656.4501873907,43136.1191498046,2.7642223495,2.7520971815,0.0917070841
397,36.4707750895,89656.4454212430,43136.2107329533,2.7645272579,2.7517663955,0.0916828961
398,36.5624579855,89656.4401577739,43136.3022646381,2.7643800072,2.7519822898,0.0916714742
399,36.6541294597,89656.4344524631,43136.3937584008,2.7638285543,2.7526806429,0.0916720042
400,36.7458014639,89656.4283607901,43136.4852277829,2.7629146226,2.7537885791,0.0916837738
401,36.8374852376,89656.4219382347,43136.5766863263,2.7616743138,2.7552293905,0.0917061733
402,36.9291914109,89656.4152402764,43136.6681475725,2.7601447505,2.7569273989,0.0917386277
403,37.0209300385,89656.4083227656,43136.7596250225,2.7583693982,2.7588125063,0.0917727052
404,37.1127027437,89656.4012845103,43136.8511274398,2.7564451356,2.7607827941,0.0917926564
405,37.2044954001,89656.3943067435,43136.9426544988,2.7545653630,2.7626694488,0.0917971378
406,37.2962925379,89656.3875800301,43137.0342048448,2.7529490900,2.7643111294,0.0917877146
407,37.3880802525,89656.3812949349,43137.1257771229,2.7518290827,2.7655607734,0.0917671326
408,37.4798473851,89656.3756420226,43137.2173699786,2.7514435346,2.7662772103,0.0917393230
409,37.5715867081,89656.3708118580,43137.3089820569,2.7520219716,2.7702013998,0.0917094075
410,37.6632961155,89656.3669950058,43137.4006120032,2.7537679870,2.7734125278,0.0916837018
411,37.7549798174,89656.3643820308,43137.4922584627,2.7568443254,2.7755818092,0.0916697229
412,37.8466495403,89656.3631631254,43137.5839200815,2.7613671774,2.7765384870,0.0916759939
413,37.9383255342,89656.3633628064,43137.6755958580,2.7672512816,2.7762401169,0.0916979159
414,38.0300234501,89656.3645799453,43137.7672856957,2.7739769854,2.7750482262,0.0917209500
415,38.1217444001,89656.3663460040,43137.8589896417,2.7809861574,2.7733952259,0.0917366853
416,38.2134810854,89656.3681924445,43137.9507077429,2.7877831643,2.7717394288,0.0917438939
417,38.3052249793,89656.3696507287,43138.0424400463,2.7939499894,2.7705707011,0.0917485248
418,38.3969735042,89656.3702523188,43138.1341865988,2.7991338224,2.7703914951,0.0917637020
419,38.4887372061,89656.3695286766,43138.2259474474,2.8030044920,2.7716781518,0.0918097118
420,38.5805469179,89656.3670112642,43138.3177226391,2.8052037783,2.7748414872,0.0919129062
421,38.6724598241,89656.3622465323,43138.4095119613,2.8053288245,2.7801981913,0.0920511628
422,38.7645109869,89656.3553600755,43138.5013051707,2.8035059005,2.7874389729,0.0921334660
423,38.8566444530,89656.3472277715,43138.5930790297,2.8006171634,2.7955368548,0.0921189957
424,38.9487634487,89656.3387754351,43138.6848094356,2.7976774470,2.8035485454,0.0919980790
425,39.0407615276,89656.3309288813,43138.7764722859,2.7958328445,2.8107362357,0.0917886806
426,39.1325502082,89656.3246139250,43138.8680434780,2.7963376752,2.8165591005,0.0915367497
427,39.2240869579,89656.3207563813,43138.9594989091,2.8004435626,2.8205604296,0.0913167996
428,39.3154037574,89656.3202820650,43139.0508144769,2.8092284466,2.8240053637,0.0912321809
429,39.4066359383,89656.3241099071,43139.1419663197,2.8234271686,2.8271334258,0.0913719301
430,39.4980078684,89656.3324749876,43139.2329545335,2.8426809485,2.8270993603,0.0916422848
431,39.5896501532,89656.3443577296,43139.3238231683,2.8650293171,2.8249226819,0.0919086710
432,39.6815588243,89656.3586041564,43139.4146209829,2.8882554950,2.8215064688,0.0920821884
433,39.7736410127,89656.3740602913,43139.5053967358,2.9103336485,2.8177220352,0.0921178750
434,39.8657588877,89656.3895721577,43139.5961991856,2.9297164054,2.8146072593,0.0920138367
435,39.9577727243,89656.4039857788,43139.6870770909,2.9454807239,2.8134521061,0.0918111396
436,40.0495838639,89656.4161471779,43139.7780792103,2.9572681633,2.8157338565,0.0915944918
437,40.1411783558,89656.4249023784,43139.8692543022,2.9650373511,2.8229310403,0.0914928153
438,40.2326711710,89656.4291521440,43139.9606483652,2.9687779848,2.8362413512,0.0916075326
439,40.3242787036,89656.4288297814,43140.0522553306,2.9691833051,2.8554258592,0.0918563005
440,40.4161350042,89656.4247890806,43140.1440227141,2.9673794546,2.8788656277,0.0921304160
441,40.5082654202,89656.4179160670,43140.2358964059,2.9640799068,2.9045577559,0.0923479796
442,40.6006133998,89656.4090967662,43140.3278222960,2.9597496230,2.9303867990,0.0924533590
443,40.6930667588,89656.3992172035,43140.4197462746,2.9548621501,2.9545883992,0.0924164510
444,40.7854832098,89656.3891634045,43140.5116142316,2.9501250689,2.9840319030,0.0922321621
445,40.8777153719,89656.3798213946,43140.6033720574,2.9466092257,3.0071663989,0.0919203856
446,40.9696357575,89656.3720771993,43140.6949656419,2.9457541360,3.0238618586,0.0915265241
447,41.0611622815,89656.3668168441,43140.7863408752,2.9492549348,3.0346947671,0.0911223852
448,41.1522846667,89656.3649263545,43140.8774436476,2.9588626071,3.0406606597,0.0908070144
449,41.2430916811,89656.3672917559,43140.9682198490,2.9761497838,3.0428031553,0.0907027764
450,41.3337944575,89656.3746016520,43141.0586275868,3.0021069054,3.0420511742,0.0908490465
451,41.4246435040,89656.3865636727,43141.1486856753,3.0362245729,3.0397373356,0.0911642646
452,41.5158077686,89656.4025813353,43141.2384317483,3.0771587082,3.0368229946,0.0915670659
453,41.6073748345,89656.4220580644,43141.3279034455,3.1231473455,3.0336763443,0.0919886896
454,41.6993635240,89656.4443972847,43141.4171384063,3.1722168142,3.0302655779,0.0923731446
455,41.7917366687,89656.4690024210,43141.5061742706,3.2224193651,3.0263855428,0.0926769033
456,41.8844135720,89656.4952768979,43141.5950486778,3.2720401979,3.0218529055,0.0928683954
457,41.9772819673,89656.5226241401,43141.6837992677,3.3197317449,3.0166334728,0.0929275059
458,42.0702094733,89656.5504475723,43141.7724636798,3.3645593463,3.0108952518,0.0928464656
459,42.1630559389,89656.5781558933,43141.8610792266,3.3903183887,3.0049966670,0.0926852765
460,42.2557412154,89656.6054072166,43141.9496677465,3.4035938883,2.9992026551,0.0925290720
461,42.3482702874,89656.6322119655,43142.0382292200,3.4156620448,2.9935278423,0.0923837471
462,42.4406540344,89656.6586071889,43142.1267619761,3.4267531409,2.9880085208,0.0922488612
463,42.5329028956,89656.6846299358,43142.2152643435,3.4371005466,2.9826924060,0.0921240124
464,42.6250269080,89656.7103172550,43142.3037346510,3.4469109173,2.9776172734,0.0920088383
465,42.7170357463,89656.7357061955,43142.3921712272,3.4563518778,2.9728022540,0.0919030161
466,42.8089387624,89656.7608338061,43142.4805724011,3.4655519105,2.9682474003,0.0918062637
467,42.9007450261,89656.7857371357,43142.5689365014,3.4746068187,2.9639373294,0.0917183401
468,42.9924633661,89656.8104532333,43142.6572618569,3.4835883462,2.9598459553,0.0916390456
469,43.0841024117,89656.8350191478,43142.7455467964,3.4925523594,2.9559407366,0.0915682228
470,43.1756706345,89656.8594719280,43142.8337896485,3.5015453298,2.9521858346,0.0915057560
471,43.2671763905,89656.8838486230,43142.9219887422,3.5106088843,2.9485441882,0.0914515724
472,43.3586279628,89656.9081862814,43143.0101424061,3.5197827217,2.9449787536,0.0914056417
473,43.4500336045,89656.9325219524,43143.0982489692,3.5291063432,2.9527118813,0.0913679765
474,43.5414015810,89656.9568926848,43143.1863067600,3.5386200144,2.9661176794,0.0913386324
475,43.6327402134,89656.9813355274,43143.2743141075,3.5483652731,2.9792632583,0.0913177079
476,43.7240579213,89657.0058875292,43143.3622693404,3.5372786883,2.9921154677,0.0913053447
477,43.8153632660,89657.0305857392,43143.4501707874,3.5261532144,3.0046429040,0.0913017270
478,43.9066649930,89657.0554672061,43143.5380167774,3.5150872795,3.0168156401,0.0913070821
479,43.9979720751,89657.0805689790,43143.6258056391,3.5041261090,3.0286047502,0.0913216797
480,44.0892937548,89657.1059281066,43143.7135357014,3.4933150022,3.0564677546,0.0913458316
481,44.1806395864,89657.1315816380,43143.8012052929,3.4826980351,3.0945891466,0.0913798918
482,44.2720194781,89657.1575666220,43143.8888127425,3.4723161212,3.1316525398,0.0914242554
483,44.3634437335,89657.1839201075,43143.9763563789,3.4622041932,3.1675367855,0.0914793588
484,44.4549230924,89657.2106791435,43144.0638345309,3.4523882305,3.2020500772,0.0915456785
485,44.5464687709,89657.2378807788,43144.1512455274,3.4428840043,3.2348923561,0.0916237308
486,44.6380925017,89657.2655620624,43144.2385876970,3.4337014236,3.2656176883,0.0917140707
487,44.7298065725,89657.2937600430,43144.3258593685,3.4248609262,3.2936136361,0.0918172913
488,44.8216238638,89657.3225117698,43144.4130588708,3.4146899011,3.3181253639,0.0919340227
489,44.9135578865,89657.3518542915,43144.5001845326,3.3979515282,3.3383560915,0.0920649306
490,45.0056228170,89657.3818246570,43144.5872346827,3.3814130482,3.3536634235,0.0922107156
491,45.0978335326,89657.4124599154,43144.6742076498,3.3656239698,3.3638354966,0.0923721114
492,45.1902056441,89657.4437971153,43144.7611017628,3.3515564666,3.3693740906,0.0925151568
493,45.2827208008,89657.4759804224,43144.8478386580,3.3407230089,3.3715219524,0.0922718928
494,45.3749926936,89657.5103914919,43144.9334539632,3.3193035265,3.3707560341,0.0915916987
495,45.4665843923,89657.5492066998,43145.0164143086,3.2916053934,3.3670095967,0.0909164936
496,45.5575008859,89657.5945964554,43145.0951898053,3.2770039468,3.3600571781,0.0908730671
